Employee ID,Gender,Job Level after FY20 promotions,New hire FY20?,FY20 Performance Rating,Promotion in FY21?,In base group for Promotion FY21,Target hire balance,FY20 leaver?,In base group for turnover FY20,Department @01.07.2020,Leaver FY,Job Level after FY21 promotions,Last Department in FY20,FTE group,Time type,Department & JL group PRA status,Department & JL group for PRA,Job Level group PRA status,Job Level group for PRA,Time in Job Level @01.07.2020,Job Level before FY20 promotions,Promotion in FY20?,FY19 Performance Rating,Age group,Age @01.07.2020,Nationality 1,Region group: nationality 1,Broad region group: nationality 1,Last hire date,Years since last hire,Rand
452,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,23,Belgium,Europe,Europe,4/1/2018,2,0.055742501
453,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,2 - Director,Sales & Marketing,100%,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,4,2 - Director,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,4/1/2012,8,0.921201095
454,Male,5 - Senior Officer,N,1,Yes,Yes,0.50,No,Y,Operations,Stay,4 - Manager,Operations,100%,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,34,Switzerland,Switzerland,Switzerland,4/1/2016,4,0.657749237
455,Female,1 - Executive,N,0,No,No,0.50,No,Y,Sales & Marketing,Stay,1 - Executive,Sales & Marketing,100%,Full Time,NA,NA,NA,NA,4,1 - Executive,N,2,40 to 49,45,France,Europe,Europe,4/1/2016,4,0.32898251
456,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,Stay,5 - Senior Officer,Internal Services,100%,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,20 to 29,28,Netherlands,Europe,Europe,4/1/2013,7,0.787343925
457,Male,5 - Senior Officer,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,Stay,4 - Manager,Sales & Marketing,100%,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,31,Switzerland,Switzerland,Switzerland,4/1/2013,7,0.436537369
458,Female,3 - Senior Manager,N,4,No,Yes,0.50,No,Y,Sales & Marketing,Stay,3 - Senior Manager,Sales & Marketing,100%,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,3,40 to 49,48,Germany,Europe,Europe,4/1/2011,9,0.069299153
459,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,Stay,6 - Junior Officer,Internal Services,80%,Part Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.497309407
460,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Sales & Marketing,Stay,4 - Manager,Sales & Marketing,100%,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,2,4 - Manager,N,3,30 to 39,32,Switzerland,Switzerland,Switzerland,4/1/2015,5,0.848673678
461,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,28,Switzerland,Switzerland,Switzerland,4/1/2018,2,0.29416845
462,Male,4 - Manager,N,2,Yes,Yes,0.50,No,Y,Operations,Stay,3 - Senior Manager,Operations,100%,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,3,4 - Manager,N,2,30 to 39,39,Switzerland,Switzerland,Switzerland,4/1/2016,4,0.198337758
463,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,16 to 19,19,France,Europe,Europe,4/1/2018,2,0.873783984
464,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,21,France,Europe,Europe,4/1/2019,1,0.455385842
465,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,3 - Senior Manager,Sales & Marketing,100%,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,33,Switzerland,Switzerland,Switzerland,4/1/2014,6,0.054085313
466,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,80%,Part Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,26,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.359430608
467,Male,2 - Director,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,Stay,1 - Executive,Sales & Marketing,100%,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,5,2 - Director,N,2,40 to 49,48,Switzerland,Switzerland,Switzerland,4/1/2015,5,0.425932428
468,Male,1 - Executive,N,0,No,No,0.50,Yes,Y,Strategy,FY20,LEFT,Strategy,100%,Full Time,NA,NA,NA,NA,2,1 - Executive,N,3,30 to 39,31,Switzerland,Switzerland,Switzerland,4/1/2013,7,0.647493056
469,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,France,Europe,Europe,4/1/2018,2,0.820665067
470,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,Germany,Europe,Europe,4/1/2017,3,0.558809932
471,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Internal Services,Stay,6 - Junior Officer,Internal Services,100%,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,24,France,Europe,Europe,4/1/2018,2,0.37933044
472,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,Stay,6 - Junior Officer,Internal Services,100%,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,Switzerland,Switzerland,Switzerland,4/1/2018,2,0.873468755
473,Female,4 - Manager,N,2,Yes,Yes,0.50,No,Y,Operations,Stay,3 - Senior Manager,Operations,100%,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,3,4 - Manager,N,0,40 to 49,49,Switzerland,Switzerland,Switzerland,4/1/2012,8,0.684747693
474,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Sales & Marketing,Stay,4 - Manager,Sales & Marketing,100%,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,33,Switzerland,Switzerland,Switzerland,4/1/2013,7,0.744801294
475,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,70%,Part Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,25,France,Europe,Europe,4/1/2017,3,0.133671376
476,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,20,Germany,Europe,Europe,4/1/2017,3,0.823055269
477,Female,2 - Director,N,2,Yes,Yes,0.50,No,Y,Internal Services,Stay,1 - Executive,Internal Services,100%,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,6,2 - Director,N,2,40 to 49,44,Switzerland,Switzerland,Switzerland,4/1/2014,6,0.34875545
478,Female,6 - Junior Officer,Y,0,No,No,0.50,No,N,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,NA,N,0,20 to 29,25,Switzerland,Switzerland,Switzerland,4/1/2020,0,0.304570685
479,Male,6 - Junior Officer,N,4,No,No,0.50,Yes,Y,Operations,FY20,LEFT,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,4,50 to 59,53,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.79236544
480,Male,3 - Senior Manager,Y,0,No,No,0.50,No,N,Sales & Marketing,Stay,3 - Senior Manager,Sales & Marketing,100%,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,0,NA,N,0,30 to 39,38,Switzerland,Switzerland,Switzerland,4/1/2020,0,0.501446549
481,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Internal Services,Stay,3 - Senior Manager,Internal Services,100%,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,3,30 to 39,37,Italy,Europe,Europe,4/1/2016,4,0.987234067
482,Male,3 - Senior Manager,N,3,No,Yes,0.50,No,Y,Operations,Stay,3 - Senior Manager,Operations,100%,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,4/1/2011,9,0.482230017
483,Female,6 - Junior Officer,N,3,No,No,0.50,Yes,Y,Operations,FY20,LEFT,Operations,50%,Part Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,4,6 - Junior Officer,N,3,30 to 39,36,Italy,Europe,Europe,4/1/2016,4,0.179706494
484,Male,1 - Executive,Y,0,No,No,0.50,No,N,Strategy,Stay,1 - Executive,Strategy,100%,Full Time,NA,NA,NA,NA,0,NA,N,0,60 to 69,61,Japan,Asia Pacific,Elsewhere,4/1/2020,0,0.578823167
485,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Operations,Stay,4 - Manager,Operations,100%,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,1,5 - Senior Officer,Y,1,30 to 39,34,Germany,Europe,Europe,4/1/2013,7,0.830089665
486,Female,6 - Junior Officer,N,2,No,No,0.50,Yes,Y,Operations,FY20,LEFT,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,40 to 49,47,Germany,Europe,Europe,4/1/2018,2,0.617878555
487,Female,4 - Manager,N,3,No,Yes,0.50,No,Y,Internal Services,Stay,4 - Manager,Internal Services,100%,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,1,5 - Senior Officer,Y,2,30 to 39,39,Italy,Europe,Europe,4/1/2015,5,0.67817554
488,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,26,Switzerland,Switzerland,Switzerland,4/1/2019,1,0.89366774
489,Male,4 - Manager,Y,0,No,No,0.50,No,N,Operations,Stay,4 - Manager,Operations,100%,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0,NA,N,0,30 to 39,30,Switzerland,Switzerland,Switzerland,4/1/2020,0,0.930383923
490,Male,3 - Senior Manager,Y,0,No,No,0.50,No,N,Finance,Stay,3 - Senior Manager,Finance,100%,Full Time,Inconclusive,3 - Senior Manager & Finance,Uneven - Men benefit,3 - Senior Manager,0,NA,N,0,30 to 39,33,Switzerland,Switzerland,Switzerland,4/1/2020,0,0.816918726
491,Female,5 - Senior Officer,Y,0,No,No,0.50,No,N,Internal Services,Stay,5 - Senior Officer,Internal Services,100%,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,0,NA,N,0,30 to 39,33,United Kingdom,Europe,Europe,4/1/2020,0,0.063959356
492,Male,2 - Director,N,1,No,Yes,0.50,No,Y,Sales & Marketing,Stay,2 - Director,Sales & Marketing,100%,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,3,2 - Director,N,2,40 to 49,42,Switzerland,Switzerland,Switzerland,4/1/2012,8,0.942845967
493,Male,4 - Manager,N,1,Yes,Yes,0.50,No,Y,Sales & Marketing,Stay,3 - Senior Manager,Sales & Marketing,100%,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,2,4 - Manager,N,2,30 to 39,33,France,Europe,Europe,4/1/2016,4,0.504429056
494,Female,6 - Junior Officer,N,4,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,27,Sweden,Europe,Europe,4/1/2017,3,0.672647272
495,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,Stay,6 - Junior Officer,Operations,100%,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,22,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.077579057
496,Male,6 - Junior Officer,N,4,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,25,Germany,Europe,Europe,4/1/2017,3,0.425595086
497,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,Stay,5 - Senior Officer,Operations,90%,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,3,30 to 39,32,Austria,Europe,Europe,4/1/2011,9,0.822379916
498,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,Stay,6 - Junior Officer,Sales & Marketing,100%,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,21,Canada,Americas,Elsewhere,4/1/2018,2,0.603373975
499,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Finance,Stay,3 - Senior Manager,Finance,100%,Full Time,Inconclusive,3 - Senior Manager & Finance,Uneven - Men benefit,3 - Senior Manager,1,4 - Manager,Y,1,40 to 49,42,Spain,Europe,Europe,4/1/2016,4,0.751400001
500,Male,4 - Manager,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,Stay,3 - Senior Manager,Sales & Marketing,100%,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,9,4 - Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,4/1/2011,9,0.441664914
